,distance,size,valid,time,success
0,300,50,True,1.1667311191558838,True
1,300,50,True,1.0164673328399658,True
2,300,50,False,,True
3,300,50,True,1.2238688468933105,True
4,300,50,True,1.0073003768920898,True
5,300,50,True,1.0486743450164795,True
6,300,50,True,1.0847806930541992,True
7,300,50,True,1.2132954597473145,True
8,300,50,True,1.0748085975646973,True
9,300,50,True,1.058621883392334,True
10,300,50,True,0.8924767971038818,True
11,200,30,False,,True
12,200,30,True,0.8749282360076904,True
13,200,30,True,0.8881590366363525,True
14,200,30,False,,True
15,200,30,False,,True
16,200,30,True,1.1357338428497314,True
17,200,30,True,1.0793075561523438,True
18,200,30,True,0.9314565658569336,True
19,200,30,True,0.9641473293304443,True
20,200,30,True,1.086080551147461,True
21,200,30,True,0.9131710529327393,True
22,100,40,True,0.9869842529296875,True
23,100,40,True,0.7174677848815918,True
24,100,40,False,,True
25,100,40,True,0.7509098052978516,True
26,100,40,True,1.079596757888794,True
27,100,40,True,0.6826257705688477,True
